Country; Food production index;Communications, computer, etc. (% of service imports, BoP);Goods imports (BoP, current US$);Service imports (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Current account balance (% of GDP);Goods exports (BoP, current US$);Service exports (BoP, current US$);Foreign direct investment, net inflows (% of GDP);Market capitalization of listed domestic companies (% of GDP);Stocks traded, total value (% of GDP);Access to electricity (% of population);Energy use (kg of oil equivalent per capita);PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total);Domestic credit to private sector by banks (% of GDP);Total reserves (% of total external debt);Broad money (% of GDP);Consumer price index (2010 __ 100);Inflation, consumer prices (annual %);Deposit interest rate (%);Real interest rate (%);Claims on central government, etc. (% GDP);Domestic credit provided by financial sector (% of GDP);Domestic credit to private sector (% of GDP);Research and development expenditure (% of GDP);Central government debt, total (% of GDP);Other taxes (% of revenue);Tax revenue (% of GDP);Expense (% of GDP);Subsidies and other transfers (% of expense);Bribery incidence (% of firms experiencing at least one bribe payment request);Labor tax and contributions (% of commercial profits);Other taxes payable by businesses (% of commercial profits);Profit tax (% of commercial profits);Total tax rate (% of commercial profits);Investment in water and sanitation with private participation (current US$);Scientific and technical journal articles;Mobile cellular subscriptions (per 100 people);Fixed telephone subscriptions (per 100 people);Fixed broadband subscriptions (per 100 people);Individuals using the Internet (% of population);Final consumption expenditure (% of GDP);Gross national expenditure (% of GDP);Exports of goods and services (% of GDP);Gross capital formation (% of GDP);Imports of goods and services (% of GDP);External balance on goods and services (% of GDP);Trade (% of GDP);Agriculture, forestry, and fishing, value added (% of GDP);Manufacturing, value added (% of GDP);Industry (including construction), value added (% of GDP);Medium and high-tech Industry (including construction) (% manufacturing value added);GDP growth (annual %);Gross domestic savings (% of GDP);GNI (current US$);GNI growth (annual %);GNI, PPP (current international $);GNI per capita, PPP (constant 2011 international $);Gross savings (% of GDP);Official exchange rate (LCU per US$, period average);Literacy rate, youth total (% of people ages 15-24);Literacy rate, adult total (% of people ages 15 and above);Compulsory education, duration (years);Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative);Repeaters, primary, total (% of total enrollment);Children out of school (% of primary school age);Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative);Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative);Adolescents out of school (% of lower secondary school age);Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);Current education expenditure, primary (% of total expenditure in primary public institutions);Current education expenditure, secondary (% of total expenditure in secondary public institutions);Current education expenditure, tertiary (% of total expenditure in tertiary public institutions);Current education expenditure, total (% of total expenditure in public institutions);All education staff compensation, primary (% of total expenditure in primary public institutions);All education staff compensation, secondary (% of total expenditure in secondary public institutions);All education staff compensation, tertiary (% of total expenditure in tertiary public institutions);All education staff compensation, total (% of total expenditure in public institutions);Expenditure on primary education (% of government expenditure on education);Expenditure on secondary education (% of government expenditure on education);Expenditure on tertiary education (% of government expenditure on education);Proportion of seats held by women in national parliaments (%);Number of deaths ages 5-14 years;Number of infant deaths;Number of under-five deaths;Number of neonatal deaths;Mortality rate, neonatal (per 1,000 live births);People using at least basic drinking water services (% of population);People using safely managed drinking water services (% of population);Hospital beds (per 1,000 people);Community health workers (per 1,000 people);Nurses and midwives (per 1,000 people);Physicians (per 1,000 people);Specialist surgical workforce (per 100,000 population);Number of maternal deaths;Number of surgical procedures (per 100,000 population);People using at least basic sanitation services (% of population);People using safely managed sanitation services (% of population);Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure;Current health expenditure (% of GDP);Current health expenditure per capita, PPP (current international $);External health expenditure per capita, PPP (current international $);Domestic general government health expenditure (% of GDP);Domestic general government health expenditure per capita, PPP (current international $);Domestic private health expenditure per capita, PPP  (current international $);Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population);GINI index (World Bank estimate);Poverty headcount ratio at national poverty lines (% of population);Employers, total (% of total employment) (modeled ILO estimate);Informal employment (% of total non-agricultural employment);Labor force, total;Unemployment, total (% of total labor force) (modeled ILO estimate);Depth of the food deficit (kilocalories per person per day);Birth rate, crude (per 1,000 people);Death rate, crude (per 1,000 people);Life expectancy at birth, total (years);Fertility rate, total (births per woman);Researchers in R&D (per million people);Technicians in R&D (per million people);Merchandise trade (% of GDP);Agricultural raw materials imports (% of merchandise imports);Food imports (% of merchandise imports);Fuel imports (% of merchandise imports);Manufactures imports (% of merchandise imports);Merchandise imports (current US$);Medium and high-tech exports (% manufactured exports);Agricultural raw materials exports (% of merchandise exports);Food exports (% of merchandise exports);Fuel exports (% of merchandise exports);Manufactures exports (% of merchandise exports);Merchandise exports (current US$);High-technology exports (% of manufactured exports)
Arab World;;36.1671843291164;728433776725.85;329180181334.367;1.29903551044769;;725461848774.304;166864936343.732;1.49134058262681;52.7183068798381;30.0354864073728;88.5179673938546;;100;52.1782616503649;127.745245306443;81.5900581773875;;1.83951987503599;;;2.00377783518301;65.0459649741244;52.5575065216278;;;;;;;;15.8142857142857;15.347619047619;11.6190476190476;42.7761904761905;;41224.2239838877;104.679476896428;7.55707963338438;4.58131159609248;39.9293582929559;;;43.1803521520274;29.5406491383111;44.1516390894166;-0.971286937389181;87.3319912414441;5.52210448855688;10.6570965215415;41.3341224973065;;3.27754176670597;30.0708072528595;2559226571236.84;4.15393703248328;6518896526261.87;15149.8981917166;24.2065951340272;;84.79429;73.74158;9;;5.96899;15.8864803314209;;;18.7924900054932;;;;;;;;;;;;;;;18.779151193634;53534;298658;394256;188794;17.9517364971372;86.9673401206552;;;;;;;16000;;80.845425341269;50.7002606553174;;4.886952112207;868.851170937914;4.62317087781762;2.91047674771689;510.869802569178;353.993310303065;;;;5.95071247519697;;129330976;10.2668549740156;51.7289302845567;26.4311997768795;5.59521019987047;70.9945414725089;3.3738396858853;;;68.0350446558165;;;;;834621850368.327;;0.20414778161281;4.28724671793785;73.442842458102;17.8816691827873;856333792038.976;
Caribbean small states;;49.8442225070328;22740182452.2316;9911483237.16969;0.552446090913694;;17569037617.13;13061439254.8619;2.96496733443695;;;95.568684039554;;99.9866935001385;40.8360357259037;24.7482249375638;65.7338132698294;;-0.786447746174376;;;6.95042394121171;53.4744398175922;41.3225645916759;;;0;;;8.19308400454128;;7.83076923076923;5.93076923076923;22.7692307692308;36.5538461538462;;446.7;113.237430721221;16.8059505772977;12.4516374025184;50.8981648475231;;;;;;;;3.65965825265209;9.02182001697717;24.5234599329172;;1.20995892395857;;69430053234.899;;111792138856.778;;;;;;6;;4.96131;;;;12.0007200241089;;;;97.3689193725586;97.8637619018555;98.2821578979492;97.664680480957;79.4196472167969;74.5390701293945;90.9151077270508;78.9247970581055;36.6830215454102;39.4427185058594;17.386999130249;19.7336322869955;365;2093;2429;1565;12.9526981357411;95.0281891475157;;;;;;;110;;87.1723733485537;;;6.22077532662745;965.932888073756;19.4986842694799;3.28725095556133;519.176897604745;427.257306199068;;;;3.94772604988497;;3369694;10.9295625884873;59.598400147906;16.6876731309567;7.62561928339648;73.0627324010547;2.05081802082267;;;60.0962498267975;0.968015682705981;16.6745088710763;21.9640768672494;57.2507157408349;25797089000;;0.355697924021556;13.4915379732149;37.2506997238754;42.7009815467306;16822015988.8185;
Central Europe and the Baltics;;48.9395699947782;651385309751.321;111754045628.47;0.269852316352175;;644705912527.892;161091651226.519;1.81716686733961;;;100;;98.7277187962183;48.2107411128879;44.560947930808;63.121632173374;;-0.492326006547338;;;10.6600837792469;65.1034466070832;48.2245995995491;1.15188363085124;;0.185780239181721;16.7470248864011;34.6507285483438;49.3323400484795;;29.5636363636364;1.63636363636364;8.68181818181818;39.8818181818182;;89115;128.4656545753;23.5118681683268;22.5200830859442;67.3592450170268;;;63.1634978500557;22.6825792681662;59.7497217637375;3.41377608631817;122.913219613793;2.89649387009599;18.8039325509682;29.4089197204144;;3.8051155056466;26.0798917158644;1239763148286.32;3.43827717946346;2573098266356.64;23559.2853968688;22.6969903970506;;;;9;;0.86251;5.37670993804932;;;4.76932001113892;;;;;;;;;;;;;;;20.1164426523297;1391;4912;5853;3072;3.05865854508176;98.9156443882888;91.5708297952143;;;;;;110;;94.0700913161026;70.9657523656118;;6.59830263328749;1708.94267172037;2.49106757640934;4.7682196511662;1228.87831679838;478.090426279787;;;;3.40593964432735;;49536491;7.81559652497351;;9.85008896910799;11.8380878167684;76.5910702431929;1.4540667793522;2142.79065392361;653.148279428119;110.591356385177;1.53139839985063;8.12312543348519;8.71312356955421;76.560732912358;710203598300;;1.59806656620724;9.17785895788543;4.57915076506494;80.6864865199576;712247408250;10.2336992420041
Early-demographic dividend;;38.7278877996197;2223703977463.59;505151565393.38;0.665977018770555;;1907174337462.93;518340381787.474;2.22685011916362;52.9249048035738;25.2593718148034;86.9726148651367;;99.8909811833761;42.9076181226471;47.866735807276;60.9757038905112;;2.89133647918782;;;12.8060104470024;63.8577719208727;47.731184296271;;;1.01211509884284;;;34.7295608516283;;12.0606557377049;8.43770491803279;17.9590163934426;38.4590163934426;;272830.988630133;89.1636003529065;5.50276163638041;3.05115012486457;30.3254322315115;;;24.4062537769413;27.7062984540019;27.8735024403008;-3.46724866335943;52.2797562172421;9.69098671411344;15.1502280568751;30.4081270068083;;4.65934383535046;25.094682320456;10171591713131.1;4.66863218817737;27290945639874.6;8207.53588127508;25.9121268386683;;90.69257;78.1656;10;;2.47713;6.04928016662598;;;17.2213306427002;;;;;;;;;;;;;;;22.1644491800241;422242;2139521;2681427;1480495;22.3464687387707;87.6575307886492;;;;;;;106000;;58.580671399929;;;5.10276693571088;417.634196268282;6.53977157099671;2.4930440301721;189.258377964988;215.865911415903;;;;2.7068677890843;;1261112693;5.0526510739773;96.0007463001306;21.2127626491067;6.74474668563462;69.5169409710616;2.56938618641774;;;41.8980447850075;1.68445130454192;8.88964660961217;14.3451699783005;68.2066442372045;2265534130097.17;;1.29900860619885;13.7630235857547;23.7677935589006;55.0004651743412;1869522052411.67;9.07358186439038
East Asia & Pacific;;37.7104441308798;4701451572048.44;1260354819870.68;2.26971911994442;;5545627732572.06;1049076253899.39;2.79491192477746;100.238125146218;236.67012036204;96.8726586624057;;98.5925124124211;131.713969895404;177.929114147893;188.381799145801;;0.878603714174476;;;36.7811379064817;209.739997089787;145.23304342726;2.45554214309581;;0.58916257384814;11.8681574656312;18.0765437228026;38.7692557876985;;11.0310344827586;5.81379310344828;17.6862068965517;34.5068965517241;;716134.222166448;104.080922403486;16.8383999047402;16.5622695937581;49.8367014634226;;;30.0749075632939;32.5181139113702;27.6102760680608;2.46463149523305;57.6851836313547;5.18970778839565;23.2664233564954;33.8192305038771;;4.16457268009476;34.4434405677974;21883330432244.4;4.02512929095322;36839252806599.5;15161.6191925435;35.4216801869379;;98.64909;95.63301;9;;0.61016;4.23550987243652;;;8.9092903137207;;;;;;;;;;;;;;;19.2783888458559;107509;445308;538439;266367;8.5;94.0383821274268;;;;;;;18000;;77.0678430373298;55.28;;6.76919652758331;959.570808659632;1.49924363016976;3.05051376121375;398.494711263031;299.848338121742;2.3;;;3.33318335666607;;1250894661;4.07202041106492;77.0901678036051;13.648152982376;7.16875345442555;75.2489157797135;1.80577847313536;1671.12130107521;;47.2109599658554;2.08886406665513;7.24821814827199;15.1247719256474;68.3820426426049;4933147725082.73;;1.31609357076123;6.21211094434034;6.03690665165437;80.3423541853639;5632626488224.03;24.7376076461732
East Asia & Pacific (excluding high income);;24.8742213692048;2302599066162.02;599259157384.532;1.56037235574481;;2925269742203.46;388519472489.535;2.31362505375276;72.9536365915432;303.911972578757;96.5332378798832;;99.8543366539528;138.880624702755;177.929114147893;182.548125391517;;1.22127006080706;;;13.5377470148268;176.812092181667;140.318181327607;1.99244239676061;;0.548246763017822;10.0903763557365;16.3684325826486;28.821580871321;;10.4;7.815;15.645;33.825;774050000;448409.837367924;101.484802651692;12.8465799330745;14.7755905368593;45.2146343589979;;;26.2335500589772;41.5764936728486;23.2230221185042;3.01052794047301;49.4565721774814;9.55640450778598;27.6878896568113;40.0415772343583;;6.49287359430761;43.4250187392906;13216449076896.7;6.08823552607672;26270187395321.4;12107.9124201915;43.4960260562572;;98.57629;95.2526;9;;0.60365;4.42149019241333;;;9.57269954681396;;;;;;;;;;;;;;;19.7094508495146;105770;440337;531920;263682;8.95179356894267;93.467906117136;;;;;;;18000;;74.6041420276803;60.1785984738147;;5.0889885912216;646.066141197713;1.65184243095738;2.95377967123743;367.581203612102;275.192056290423;;;;3.31298906761462;;1122000873;4.11113664117329;78.9400087693892;14.2193757081829;7.03915227209063;74.3349735695129;1.84718166346125;1173.06990736149;;42.1496113218776;3.22877064600825;7.516520661405;13.7152539080383;66.3449775991763;2492002962482.94;;1.18538416166612;6.09801871405889;4.5373368971773;86.1300405984025;3100124840285.39;25.8122251980576
East Asia & Pacific (IDA & IBRD countries);;24.8739981328022;2298388065484.5;598175053652.122;1.56037235574481;;2921595078572.26;388193756280.694;2.31383495264343;72.9536365915432;303.911972578757;97.2741931143286;;99.8552648284477;138.880624702755;177.929114147893;182.548125391517;;1.0851553522521;;;13.5377470148268;176.812092181667;140.318181327607;1.99244239676061;;0.548246763017822;10.0906079871692;16.3689998143489;28.821580871321;;10.3571428571429;7.44761904761905;18.0333333333333;35.8047619047619;774050000;448356.233731406;102.582474866572;12.9478408248866;14.7754962997415;45.2146343589979;;;26.2333957732904;41.5759860394979;23.2223658558544;3.01102991743601;49.4557616291448;9.55623683229974;27.6872263290441;40.0407512084528;;6.4932154465092;43.4241809868779;13191370998263.2;6.08825449067814;26220092087484.9;12236.5705137442;43.4951853718449;;98.55687;95.1932;9;;0.60862;4.1789698600769;;;9.44530963897705;;;;;;;;;;;;;;;20.0517817936159;104271;434758;524598;259791;8.92594937228472;93.3906096159819;;;;;;;18000;;74.5730186316355;60.1779826221652;;5.08911154017933;646.076350123709;1.65722908999752;2.95381808612047;367.584823936004;275.193275586747;;;;3.34451397682614;;1105966944;4.10516559104135;75.6026163785226;14.2237138002006;7.01770506694327;74.3710640140637;1.846246276794;1173.06990736149;;42.1469004615382;3.22863776826845;7.51748389284733;13.7155114357274;66.3443348592692;2487043267574.68;;1.18538980083862;6.09802951834099;4.5373368971773;86.1300369182601;3095601222877.21;25.8130213855723
Euro area;;54.8987265714673;3492158024521.62;1333935822514.32;6.26067912769924;;3963559441067.19;1423253261214.49;4.88806280272018;64.951303725137;;100;3328.57486624503;91.6887776042778;89.9162286934114;;;;0.0375143805125363;;;16.4364027310653;153.215820689043;89.9678260792999;2.14298338954781;;2.34259628150878;18.850882545265;37.0223195303887;54.7052416827438;;28.8947368421053;1.65263157894737;12.9789473684211;43.5526315789474;;424197.8;120.57207313496;46.1026927614727;33.7181373684445;77.5127658132849;;;44.6818135221461;19.9345899136605;40.3369497760807;4.34486374606542;85.0187632982267;1.5195669193882;15.0246203990397;22.2210686024594;;2.08550244648744;24.283464991697;11653150649404;1.68660019903315;13856482192781.3;37784.5695881757;23.1175548581054;0.901658961641278;99.74794;98.91283;10;;2.22658;1.49491000175476;;;2.46515989303589;;;;;;;;;;;;;;;30.2158477508651;2912;10464;12551;7312;2.25580897731176;99.9062153778167;96.4101702635112;;;;;;210;;98.981316685477;92.3570089608119;;10.1921248553401;4162.58216097005;;8.02632082707554;3263.92717314059;897.377233329535;;;;4.8585136718749;;162974905;10.8276909788613;;9.6672539616521;10.0629889003816;81.5596100692018;1.55105802510198;3513.58021499819;;68.4155909871169;1.37891480511009;9.68523750521727;11.6550773021465;71.5515401477452;3841081344450;;1.43730460771503;9.86535161533839;5.3990967840976;77.4843577009973;4141159377250;17.4706107948186
Europe & Central Asia;;52.5240175456035;5753061515253.45;2064982570131.76;4.3919155074732;;6243082552946.49;2344329078750.29;4.02202992516234;;;99.9991994861266;;93.4032553230808;94.4386356023626;43.5029017591024;;;0.204336094071738;;;13.9495215214655;138.545622301036;95.1297294281585;1.92591635188865;;0.550483038566057;19.127803718184;35.6191422188387;54.8774214263867;;24.2408163265306;2.41632653061225;12.0612244897959;38.7326530612245;;772776.927210157;124.955306514192;33.122520696118;24.9132112642503;70.1069195672479;;;42.0300240891713;20.5689458108017;38.3411547616884;3.68886932748289;80.3711788508598;1.98640012899629;14.1809763698614;23.163494803249;;1.96812700591057;24.3008793835081;20236797201584.5;1.83906072760067;27526648152167.8;28514.7392201555;22.8465006035404;;99.7266;99.02565;10;;1.15572;2.78010010719299;;;4.14062023162842;;;;;;;;;;;;;;;25.7526788990826;18195;94764;109579;56863;5.1;98.0957502860849;90.78;;;;;;1800;;96.0294147826629;67.24;;9.34072212878242;2645.85184076804;;7.23634915305232;1996.9772078161;646.528130283873;1.5;;;3.43088323793053;;435703589;8.55036400365353;;12.3954313378444;10.175439806968;77.1566342219048;1.75455043703266;3067.04866964119;;62.0180989979962;1.38141043407174;9.705245144895;10.2430660191994;72.9391102783332;6170325014644.56;;1.44852016284104;9.41695508488781;11.7233023865087;71.0093984269577;6466184475064.99;17.1281764107444
Europe & Central Asia (excluding high income);;41.8951982974865;666069642996.819;180587445507.082;1.21768215285472;;742824999916.861;178228843259.492;1.91225522619617;25.5738666862719;19.4669892790907;99.9982315995547;;96.9958639519045;53.4461187963283;43.5029017591024;55.1970853081236;;4.00357820695098;;;0.970673098459847;59.33234703842;55.233341474499;0.869552333091977;22.5868689016709;0.193059218177967;14.1388719711916;30.1738089160734;52.9480264770777;;20.085;3.52;11.79;35.415;;118808.9;127.96129125876;20.6482790252063;14.8923246331647;58.8567987373081;;;30.8572200722655;23.9609481082166;28.271317225713;2.58590284655246;59.1285372979785;5.76741830968131;13.9601127342972;29.1392475779096;;0.566405765779749;26.8565025402534;3005107346949.14;0.957613495875663;7701042826965.98;18072.0709802386;25.1909867705423;;99.66067;98.85536;10;;0.61155;4.35314989089966;;;5.52046012878418;;;;;;95.3014297485352;;;;;;;;;18.0215519463779;13774;77911;89528;45035;7.38712437282073;95.9003592754214;79.4859573646618;;;;;;1500;;92.5176867417658;;;5.25874873069587;1023.92212529969;;3.29262159788971;629.826177272464;390.329715717769;;;;2.2930958268407;;193380215;7.5776044635374;;15.2327383628496;10.3953569489369;72.5357946123155;1.95133186293537;;;46.7386545628887;1.48455112744417;10.5036848614002;8.77899949019425;71.0733441349399;689417783991.927;;1.62755649248687;9.42504990206139;43.5469908521465;36.5644559897853;753274392956.063;10.7482332646879
